title,release_date,tagline
Corky Romano,10/12/01,Undercover and Out The Way!
Raising Cain,8/7/92,Demented. Deranged. Deceptive. De Palma.
F.I.S.T.,4/26/78,
Invaders from Mars,1/1/86,Their conquest has already begun... He know they're here.
Brooklyn,10/20/15,"Two countries, two loves, one heart"
Barry Lyndon,12/18/75,At long last Redmond Barry became a gentleman - and that was his tragedy.
Out Cold,11/21/01,"They haven't quite figured it all out, but they're getting a little warmer."
The Ladies Man,10/13/00,He's cool. He's clean. He's a love machine.
Quartet,9/8/12,Four Friends Looking For A Little Harmony
Tomcats,3/30/01,The Last Man Standing Gets The Kitty.
Frailty,11/17/01,No Soul Is Safe.
Woman in Gold,4/10/15,Justice is priceless.
Kinsey,9/4/04,Let's talk about sex
Army of Darkness,10/9/92,Trapped in time. Surrounded by evil. Low on gas.
Slackers,2/1/02,When all else fails... cheat.
What's Eating Gilbert Grape,12/17/93,A film about the love you find...In the last place you look.
The Visual Bible: The Gospel of John,9/11/03,For God loved the world So much...
Vera Drake,10/22/04,Wife. Mother. Criminal.
The Guru,8/21/02,"When he talks, women listen."
The Perez Family,5/12/95,"On the way to finding a family, she found love."
Inside Llewyn Davis,10/6/13,
O,8/31/01,Trust. Seduction. Betrayal.
Return to the Blue Lagoon,8/2/91,"Return to the Romance, Return to the Adventure..."
The Molly Maguires,1/27/70,
Romance & Cigarettes,9/13/05,
Copying Beethoven,9/10/06,
Brighton Rock,9/13/10,Love. Murder. Revenge.
Saw V,10/23/08,You Won't Believe How It Ends
Machine Gun McCain,4/1/69,Even the Mafia Calls Him Mister!
LOL,2/10/12,"You can change your status, but not your heart."
Jindabyne,7/20/06,Under the surface of every life lies a mystery
Kabhi Alvida Naa Kehna,8/11/06,A Love.... That Broke All Relationships
An Ideal Husband,4/15/99,He just doesn't know it yet.
The Last Days on Mars,8/11/13,The search for life is about to end.
Darkness,10/2/02,A house. A past. A secret. Will you dare enter?
2001: A Space Odyssey,4/10/68,An epic drama of adventure and exploration
E.T. the Extra-Terrestrial,4/3/82,He is afraid. He is alone. He is three million light years from home.
In the Land of Women,4/16/07,Get ready to fall
The Blue Butterfly,2/20/04,
There Goes My Baby,9/2/94,
Housefull,4/30/10,"He found the girl of his dreams, he fell in love and he got married... to all three."
September Dawn,5/17/07,
For Greater Glory - The True Story of Cristiada,6/1/12,The True Story of Cristiada
The Bélier Family,12/17/14,
Good Will Hunting,12/5/97,"Some people can never believe in themselves, until someone believes in them."
Misconduct,2/5/16,Ambition can be deadly
Saw III,10/27/06,Suffering? You Haven't Seen Anything Yet...
Stripes,6/25/81,The story of a man who wanted to keep the world safe for democracy...and meet girls.
Bring It On,8/25/00,May the best moves win.
The Purge: Election Year,6/29/16,Keep America great
She's All That,1/29/99,These two opposites attract... but EVERYONE'S trying to keep them apart!
Saw IV,10/25/07,You think it is over...but the games have just begun
White Noise,1/7/05,The line separating the living from the dead has been crossed.
Madea's Family Reunion,2/24/06,
The Color of Money,10/7/86,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.
The Longest Day,9/25/62,This is the day that changed the world... When history held its breath.
The Mighty Ducks,10/1/92,They can't skate. They can't win. They can't be serious.
The Grudge,10/22/04,It never forgives. It never forgets.
Happy Gilmore,2/16/96,He doesn't play golf... he destroys it.
Jeepers Creepers,7/1/01,What’s eating you?
Bill & Ted's Excellent Adventure,2/17/89,History is about to be rewritten by two guys who can't spell.
Oliver!,9/26/68,Much Much More Than a Musical!
The Best Exotic Marigold Hotel,11/28/11,Share the journey. Share the laughter.
Recess: School's Out,1/27/01,Saving The World One Playground At A Time
Mad Max Beyond Thunderdome,6/29/85,Two men enter. One man leaves.
Commando,10/3/85,Somewhere... somehow... someone's going to pay.
The Boy,1/22/16,Every child needs to feel loved.
Devil,1/13/10,Bad Things Happen For A Reason
Friday After Next,11/22/02,The party's back in the 'hood!
Insidious: Chapter 3,6/4/15,This is how you die
The Last Dragon,3/22/85,His family thinks he's crazy. His enemies think he's no challenge. But she knows he's THE LAST DRAGON.
The Lawnmower Man,3/5/92,God made him simple. Science made him a god.
Nick and Norah's Infinite Playlist,10/3/08,Every night has a soundtrack.
Dogma,11/12/99,It can be Hell getting into Heaven
The Banger Sisters,9/20/02,Some friendships last forever... like it or not.
Twilight Zone: The Movie,6/24/83,"You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!"
Road House,5/19/89,"Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow."
A Low Down Dirty Shame,11/23/94,He's armed and dangerously funny.
Swimfan,9/6/02,His biggest fan just became his worst nightmare.
Employee of the Month,10/6/06,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work"
Can't Hardly Wait,6/12/98,Yesterday's history.  Tomorrow's the future.  Tonight's the party.
The Outsiders,3/25/83,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.
Pete's Dragon,8/10/16,Some secrets are too big to keep.
The Dead Zone,10/21/83,"In his mind, he has the power to see the future. In his hands, he has the power to change it."
Sinister 2,8/19/15,"Be careful, children at play."
Sparkle,8/17/12,Celebrate the legend.
Valentine,2/1/01,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.
The Fourth Kind,11/6/09,There are four kinds of alien encounters. The fourth kind is abduction.
A Prairie Home Companion,6/9/06,Radio Like You've Never Seen It Before
Sugar Hill,2/25/94,He wanted power. He wanted revenge. Now he just wants out.
Invasion U.S.A.,9/27/85,America wasn't ready...but HE was!
Roll Bounce,9/23/05,
Rushmore,9/17/98,Love. Expulsion. Revolution.
Skyline,11/11/10,Don't look up
The Second Best Exotic Marigold Hotel,2/26/15,
Kit Kittredge: An American Girl,7/2/08,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job."
The Perfect Man,6/17/05,Is it all too good to be true?
Mo' Better Blues,8/3/90,
Kung Pow: Enter the Fist,1/25/02,
Tremors,1/19/90,The monster movie that breaks new ground.
Wrong Turn,5/30/03,It's the last one you'll ever take.
The Long Riders,5/12/80,"""All the world likes an outlaw. For some damn reason they remember 'em."" - Jesse James"
The Corruptor,3/12/99,You can't play by the rules if there aren't any.
Mud,5/1/13,
Reno 911!: Miami,2/23/07,"In a time of crisis, America will call Reno 911!"
One Direction: This Is Us,8/28/13,A motion picture event.
"The Goods: Live Hard, Sell Hard",8/14/09,
Hey Arnold! The Movie,6/28/02,A Big Problem Calls For a Big Head
My Week with Marilyn,10/17/11,
The Matador,5/12/05,A hitman and a salesman walk into a bar...
Love Jones,3/14/97,Get Together. Fall Apart. Start Over.
The Gift,7/30/15,Not every gift is welcome.
End of the Spear,12/2/05,
Get Over It,3/8/01,"Young, Free And Single. Again."
Office Space,2/19/99,Work sucks.
Drop Dead Gorgeous,7/23/99,The battle between the good and the bad is bound to get ugly.
Big Eyes,12/24/14,She created it. He sold it. And they bought it.
Very Bad Things,9/11/98,They've been bad. Very bad.
Sleepover,7/9/04,The rules are set. The game is on.
Body Double,10/25/84,You can't believe everything you see.
MacGruber,5/21/10,He's the ultimate tool.
Dirty Pretty Things,9/5/02,Every dream has its price.
Movie 43,1/1/13,The biggest cast ever assembled for the most outrageous comedy ever made.
Over Her Dead Body,2/1/08,She's passed on... But she's not moving on.
Seeking a Friend for the End of the World,6/22/12,Nice knowing you.
Cedar Rapids,2/11/11,Today is the first day... of the rest of his weekend.
American History X,10/30/98,Some Legacies Must End.
The Collection,9/21/12,Every great collector has a vision.
Teacher's Pet,1/16/04,A musical tail about one dog's dream of becoming a boy
The Red Violin,9/10/98,
The Straight Story,10/15/99,
Deuces Wild,5/3/02,Some lines should never be crossed.
Bad Words,9/6/13,The end justifies the means
"Run, Fatboy, Run",9/6/07,Love. Commitment. Responsibility. There's nothing he won't run away from.
Heartbeeps,12/18/81,Meet a modern nuclear family unlike any other.
Black or White,9/6/14,There's more to family than what you see.
On the Line,10/26/01,
Rescue Dawn,9/9/06,A true story of survival... declassified.
Danny Collins,3/19/15,A letter from John Lennon changed his life
"Jeff, Who Lives at Home",9/13/11,The first step to finding your destiny is leaving your mother's basement.
I Am Love,9/5/09,
Atlas Shrugged Part II,10/12/12,Who is John Galt?
Romeo Is Bleeding,9/13/93,The story of a cop who wanted it bad and got it worse.
The Limey,5/15/99,Vengeance knows no boundaries.
Crash,1/13/04,You think you know who you are. You have no idea.
The House of Mirth,9/23/00,When a woman has the beauty men admire and women envy...it is wise to tread carefully.
Malone,5/1/87,"Ex-Cop, Ex-CIA, Explosive"
Peaceful Warrior,3/30/06,There are no ordinary moments.
Bucky Larson: Born to Be a Star,9/9/11,There Are No Small Actors. Just Small Parts.
Bamboozled,10/6/00,
The Forest,1/7/16,Everyone comes here looking for a way out
Sphinx,2/11/81,Someone is hunting tourists out of season.
While We're Young,4/3/15,Life Never Gets Old.
A Better Life,6/24/11,Every father wants more for his son.
Spider,12/13/02,The only thing worse than losing your mind... is finding it again.
Gun Shy,2/4/00,The Agency's best has a bad case of nerves.
Nicholas Nickleby,12/27/02,
The Iceman,9/1/12,Loving husband. Devoted father. Ruthless killer.
Krrish,6/23/06,
Cecil B. Demented,5/17/00,Demented Forever!
Killer Joe,9/10/11,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.
The Joneses,9/13/09,"They're not just living the American dream, they're selling it."
Owning Mahowny,5/2/03,To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything
The Brothers Solomon,9/7/07,They want to put a baby in you.
My Blueberry Nights,5/16/07,How do you say goodbye to someone you can't imagine living without?
Illuminata,5/21/98,
Swept Away,10/11/02,A snooty socialite is stranded on a Mediterranean island with a communist sailor.
"War, Inc.",4/28/08,When it comes to war... America means business
Shaolin Soccer,7/12/01,Get ready to kick some grass!
The Brown Bunny,8/27/04,"I'm not going to be okay, Bud."
The Swindle,10/15/97,
Rosewater,11/7/14,
The Chambermaid on the Titanic,10/10/97,
Coriolanus,2/14/11,Nature teaches beasts to know their friends.
Imaginary Heroes,9/14/04,People are never who they seem to be.
High Heels and Low Lifes,7/16/01,They're not bad girls. They're just behaving that way.
World's Greatest Dad,8/20/09,Lance Clayton is about to get everything he deserves.
Severance,5/19/06,The Company Is Making Cutbacks
Edmond,8/31/05,Every fear hides a wish.
Welcome to the Rileys,10/29/10,
Police Academy: Mission to Moscow,6/9/94,"Just when we thought the Cold War was over, leave it to these guys to heat it up again."
Blood Done Sign My Name,2/1/10,No one changes the world alone.
Cinco de Mayo: La Batalla,5/3/13,
Elsa & Fred,3/7/14,It's never too late.
"An Alan Smithee Film: Burn, Hollywood, Burn",2/20/98,
The Open Road,2/7/09,They've got a long way to go
The Good Guy,4/25/09,
Motherhood,1/21/09,
Free Style,12/24/08,It's Time To Soar.
Strangerland,7/1/15,To find the truth they must lose themselves.
Janky Promoters,10/16/09,
Blonde Ambition,12/21/07,Small-town girl. Big-time dreams.
The Oxford Murders,1/18/08,There is no way of finding a single absolute truth
The Reef,5/15/10,Pray That You Drown First
Eulogy,10/15/04,
White Noise 2: The Light,1/5/07,Sometimes they don't come back alone.
Beat the World,6/10/11,"Feel the beat, live the dream."
Fifty Dead Men Walking,9/10/08,
Jungle Shuffle,8/7/14,
Adam Resurrected,8/8/08,
Of Horses and Men,8/30/13,
It's a Wonderful Afterlife,5/7/10,Finding the right man can be murder
The Devil's Tomb,5/26/09,An evil entombed for 2000 years... until now.
Partition,2/2/07,
Good Intentions,3/9/10,
"The Good, The Bad, The Weird",7/16/08,A Fistful of Fun!
Nurse 3-D,9/28/13,Your pain is her pleasure.
Gunless,4/30/10,Fastest draw in the North... kinda.
Adventureland,4/3/09,Nothing brings people together like a crappy summer job.
The Lost City,9/3/05,
Next Friday,1/12/00,The suburbs make the hood look good.
American Heist,9/11/14,Brothers in arms for life.
You Only Live Twice,6/12/67,You Only Live Twice...and Twice is the only way to live!
Plastic,4/30/14,HUSTLE. HEIST. REPEAT.
Amour,7/1/12,
Poltergeist III,6/10/88,He's found her.
Re-Kill,10/16/15,We are the endangered species.
"It's a Mad, Mad, Mad, Mad World",11/7/63,The biggest entertainment ever to rock the screen with laughter!
Volver,3/16/06,Return.
Heavy Metal,8/7/81,A Step Beyond Science Fiction
Gentlemen Broncos,9/30/09,"Oinus, Ainous, Anous, Odious."
Richard III,12/29/95,"I can smile, and murder while I smile"
Into the Grizzly Maze,2/27/15,Hunt or be hunted.
Kites,5/21/10,
Melancholia,5/26/11,Enjoy it while it lasts
Red Dog,8/4/11,He's Been Everywhere Mate.
Jab Tak Hai Jaan,11/13/12,
Alien,5/25/79,In space no one can hear you scream.
The Texas Chain Saw Massacre,10/1/74,Who will survive and what will be left of them?
The Runaways,3/19/10,It's 1975 and they're about to explode.
Fiddler on the Roof,11/3/71,To Life!
Thunderball,12/16/65,Look up!  Look down!  Look out!
